"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"DELTACORP","EQ","22-Oct-2019","        187.35","        188.85","        195.80","        185.00","        190.40","        190.60","        191.85","    1670077","           320412447.95","      17455","     541806","         32.44"
"DELTACORP","EQ","23-Oct-2019","        190.60","        191.00","        204.70","        185.85","        196.50","        195.85","        197.93","    2906480","           575272544.80","      33745","     689387","         23.72"
"DELTACORP","EQ","24-Oct-2019","        195.85","        197.00","        199.05","        192.05","        196.40","        196.40","        196.19","     927651","           181996425.35","      11580","     207136","         22.33"
"DELTACORP","EQ","25-Oct-2019","        196.40","        196.00","        196.75","        191.25","        192.85","        193.10","        193.64","     607707","           117677733.35","       8408","     170027","         27.98"
"DELTACORP","EQ","27-Oct-2019","        193.10","        194.00","        199.00","        192.85","        196.30","        196.55","        195.63","     310855","            60813538.75","       3545","     116202","         37.38"
"DELTACORP","EQ","29-Oct-2019","        196.55","        197.00","        205.40","        193.35","        200.60","        201.10","        200.76","    1281280","           257232034.70","      17775","     447462","         34.92"
"DELTACORP","EQ","30-Oct-2019","        201.10","        202.00","        210.75","        199.05","        205.75","        205.15","        205.75","    2105447","           433190292.40","      27396","     623760","         29.63"
"DELTACORP","EQ","31-Oct-2019","        205.15","        206.20","        212.00","        205.20","        208.50","        209.40","        208.11","    1246887","           259493345.10","      16078","     450580","         36.14"
"DELTACORP","EQ","01-Nov-2019","        209.40","        209.45","        211.00","        205.50","        206.30","        206.35","        208.07","     695856","           144788513.60","       9022","     237525","         34.13"
"DELTACORP","EQ","04-Nov-2019","        206.35","        207.40","        207.95","        195.10","        196.50","        196.70","        200.97","     817108","           164214168.90","       8826","     375113","         45.91"
"DELTACORP","EQ","05-Nov-2019","        196.70","        197.20","        197.50","        191.25","        194.25","        194.20","        193.87","     627397","           121635426.85","       7625","     209641","         33.41"
"DELTACORP","EQ","06-Nov-2019","        194.20","        193.90","        204.00","        192.60","        201.90","        201.60","        198.84","    1393237","           277032045.65","      20359","     614441","         44.10"
"DELTACORP","EQ","07-Nov-2019","        201.60","        202.45","        202.70","        196.65","        197.95","        198.70","        199.09","     551575","           109810563.60","       9124","     162219","         29.41"
"DELTACORP","EQ","08-Nov-2019","        198.70","        197.00","        202.00","        194.10","        195.00","        195.25","        197.45","     634732","           125324894.70","       9006","     170694","         26.89"
"DELTACORP","EQ","11-Nov-2019","        195.25","        194.00","        201.85","        193.10","        199.50","        199.65","        198.61","     645610","           128223294.15","      10950","     199425","         30.89"
"DELTACORP","EQ","13-Nov-2019","        199.65","        198.05","        200.30","        191.10","        191.80","        191.80","        194.97","     664098","           129479082.85","       8478","     293822","         44.24"
"DELTACORP","EQ","14-Nov-2019","        191.80","        192.00","        196.00","        187.50","        189.75","        189.85","        191.84","     615621","           118098674.65","       9430","     252960","         41.09"
"DELTACORP","EQ","15-Nov-2019","        189.85","        191.00","        194.00","        188.90","        189.00","        189.55","        190.90","     504936","            96393257.60","      11744","     231892","         45.93"
"DELTACORP","EQ","18-Nov-2019","        189.55","        190.90","        194.75","        186.00","        193.40","        192.55","        191.18","    1185615","           226661526.00","      19736","     593514","         50.06"
"DELTACORP","EQ","19-Nov-2019","        192.55","        200.00","        209.00","        195.15","        195.40","        197.40","        203.02","    5611570","          1139276197.40","      57091","    1245172","         22.19"
"DELTACORP","EQ","20-Nov-2019","        197.40","        196.40","        199.40","        193.00","        197.30","        197.60","        196.70","    1206077","           237238148.75","      16304","     397380","         32.95"
"DELTACORP","EQ","21-Nov-2019","        197.60","        198.20","        201.00","        193.25","        194.80","        194.45","        196.84","     756916","           148993747.60","       9885","     239269","         31.61"
"DELTACORP","EQ","22-Nov-2019","        194.45","        195.35","        199.50","        194.25","        197.30","        197.25","        196.66","     810161","           159324104.55","      11234","     251996","         31.10"
"DELTACORP","EQ","25-Nov-2019","        197.25","        198.25","        204.80","        196.50","        202.55","        202.55","        201.79","    1856261","           374573760.65","      17939","     921643","         49.65"
"DELTACORP","EQ","26-Nov-2019","        202.55","        203.25","        209.00","        198.65","        207.00","        207.35","        205.68","    2549005","           524287527.20","      25362","     871700","         34.20"
"DELTACORP","EQ","27-Nov-2019","        207.35","        205.05","        219.60","        205.05","        217.50","        218.25","        214.77","    4581249","           983927385.50","      47535","    1010008","         22.05"
"DELTACORP","EQ","28-Nov-2019","        218.25","        216.80","        222.80","        214.80","        219.55","        219.25","        219.52","    2580626","           566490503.55","      27855","     642187","         24.88"
"DELTACORP","EQ","29-Nov-2019","        219.25","        218.70","        221.00","        212.80","        215.80","        216.30","        217.15","    1041880","           226245749.00","      12896","     326326","         31.32"
"DELTACORP","EQ","02-Dec-2019","        216.30","        215.80","        224.80","        212.50","        220.50","        220.30","        218.90","    1621572","           354960581.75","      19614","     294882","         18.18"
"DELTACORP","EQ","03-Dec-2019","        220.30","        220.15","        223.00","        217.55","        220.80","        220.35","        220.39","    1098113","           242010835.25","      16663","     259828","         23.66"
"DELTACORP","EQ","04-Dec-2019","        220.35","        218.50","        222.20","        214.15","        214.60","        215.55","        218.76","    3019319","           660508972.15","      16577","    2125135","         70.38"
"DELTACORP","EQ","05-Dec-2019","        215.55","        217.10","        221.40","        213.70","        214.60","        215.00","        216.97","    1825010","           395963951.45","      13457","     989624","         54.23"
"DELTACORP","EQ","06-Dec-2019","        215.00","        215.45","        216.75","        209.25","        213.50","        213.90","        213.59","     956418","           204277023.80","      14734","     308378","         32.24"
"DELTACORP","EQ","09-Dec-2019","        213.90","        213.00","        215.20","        211.45","        213.15","        213.10","        213.16","     687292","           146502551.15","      11450","     239670","         34.87"
"DELTACORP","EQ","10-Dec-2019","        213.10","        213.00","        213.85","        209.00","        210.35","        210.40","        211.61","     896641","           189739877.45","      13216","     384128","         42.84"
"DELTACORP","EQ","11-Dec-2019","        210.40","        210.00","        210.60","        206.25","        208.35","        208.90","        208.31","     801787","           167019852.90","       9015","     409602","         51.09"
"DELTACORP","EQ","12-Dec-2019","        208.90","        209.50","        212.95","        209.00","        210.65","        210.75","        211.13","     626993","           132374382.55","       6720","     340812","         54.36"
"DELTACORP","EQ","13-Dec-2019","        210.75","        211.40","        215.50","        210.30","        211.50","        212.40","        212.79","     930181","           197933969.05","       7429","     518783","         55.77"
"DELTACORP","EQ","16-Dec-2019","        212.40","        212.00","        221.00","        210.40","        218.80","        218.60","        218.12","    1119123","           244108539.80","      13160","     328888","         29.39"
"DELTACORP","EQ","17-Dec-2019","        218.60","        219.35","        222.00","        213.15","        214.00","        217.55","        219.44","     926722","           203358169.70","      11418","     323862","         34.95"
