"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"MANAPPURAM","EQ","03-Aug-2020","        158.50","        161.00","        163.00","        157.20","        159.00","        159.20","        159.89","   13421965","          2146083067.10","      74126","    1860961","         13.87"
"MANAPPURAM","EQ","04-Aug-2020","        159.20","        160.60","        161.50","        157.75","        158.65","        158.40","        159.55","    6949266","          1108779900.80","      36261","    1360728","         19.58"
"MANAPPURAM","EQ","05-Aug-2020","        158.40","        160.00","        162.95","        158.00","        159.85","        159.30","        160.24","    9468233","          1517188144.80","      51643","    1628785","         17.20"
"MANAPPURAM","EQ","06-Aug-2020","        159.30","        160.00","        169.00","        153.55","        156.75","        154.80","        160.97","   38625429","          6217581670.30","     187450","    5864241","         15.18"
"MANAPPURAM","EQ","07-Aug-2020","        154.80","        156.70","        162.15","        155.65","        161.80","        161.60","        159.24","   16332608","          2600854827.50","      86230","    2923106","         17.90"
"MANAPPURAM","EQ","10-Aug-2020","        161.60","        162.70","        163.10","        156.25","        159.05","        158.60","        159.04","    9510184","          1512489682.80","      53943","    1794330","         18.87"
"MANAPPURAM","EQ","11-Aug-2020","        158.60","        159.40","        160.05","        156.30","        157.15","        157.50","        157.72","    6182878","           975137899.10","      40600","    1624380","         26.27"
"MANAPPURAM","EQ","12-Aug-2020","        157.50","        153.90","        155.70","        147.20","        154.50","        154.30","        152.16","   18802083","          2860924558.55","     108160","    2298521","         12.22"
"MANAPPURAM","EQ","13-Aug-2020","        154.30","        155.00","        158.00","        153.80","        155.15","        155.10","        155.84","   10588030","          1650067385.05","      72442","    1665950","         15.73"
"MANAPPURAM","EQ","14-Aug-2020","        155.10","        156.15","        159.70","        152.85","        154.30","        154.55","        156.84","   13051894","          2047080316.25","      73592","    1862428","         14.27"
"MANAPPURAM","EQ","17-Aug-2020","        154.55","        155.25","        156.25","        153.10","        154.05","        154.00","        154.06","    3180889","           490055445.00","      25147","     890811","         28.01"
"MANAPPURAM","EQ","18-Aug-2020","        154.00","        154.80","        156.60","        152.65","        156.10","        155.95","        155.43","    4027944","           626044414.75","      26802","    1093243","         27.14"
"MANAPPURAM","BL","19-Aug-2020","        169.50","        155.95","        155.95","        155.95","        155.95","        155.95","        155.95","    3352292","           522789937.40","          1","-","-"
"MANAPPURAM","EQ","19-Aug-2020","        155.95","        157.00","        161.50","        156.65","        159.90","        160.00","        159.97","    9331471","          1492737941.65","      64174","    3255849","         34.89"
"MANAPPURAM","EQ","20-Aug-2020","        160.00","        158.65","        159.40","        156.60","        157.30","        157.35","        157.85","    3888963","           613861190.70","      28604","    1394362","         35.85"
"MANAPPURAM","EQ","21-Aug-2020","        157.35","        158.80","        160.95","        157.40","        159.00","        158.55","        158.72","    3913078","           621072641.45","      29377","    1456456","         37.22"
"MANAPPURAM","EQ","24-Aug-2020","        158.55","        159.40","        163.75","        158.90","        161.50","        161.05","        161.88","   11359702","          1838940256.95","      65240","    2428491","         21.38"
"MANAPPURAM","EQ","25-Aug-2020","        161.05","        162.20","        164.00","        158.25","        159.00","        159.10","        160.04","    7388343","          1182395701.75","      38627","    1775208","         24.03"
"MANAPPURAM","EQ","26-Aug-2020","        159.10","        160.30","        161.15","        157.50","        158.50","        158.00","        158.73","    6513612","          1033937452.05","      29617","    2359172","         36.22"
"MANAPPURAM","EQ","27-Aug-2020","        158.00","        159.20","        159.35","        154.80","        155.10","        155.25","        156.66","    6340711","           993361321.25","      34230","    2654194","         41.86"
"MANAPPURAM","EQ","28-Aug-2020","        155.25","        155.30","        157.70","        154.65","        156.70","        156.65","        156.59","    5316132","           832426965.05","      27722","    1378947","         25.94"
"MANAPPURAM","EQ","31-Aug-2020","        156.65","        157.10","        159.20","        146.00","        148.50","        148.00","        152.41","   12537593","          1910875450.95","      65751","    2485141","         19.82"
"MANAPPURAM","EQ","01-Sep-2020","        148.00","        149.60","        154.50","        147.55","        153.70","        153.20","        151.22","    8830316","          1335360356.15","      41368","    2194956","         24.86"
"MANAPPURAM","EQ","02-Sep-2020","        153.20","        153.15","        154.00","        149.90","        153.50","        153.35","        151.85","    4653903","           706708348.60","      26136","    1163169","         24.99"
"MANAPPURAM","EQ","03-Sep-2020","        153.35","        152.05","        155.80","        152.05","        153.45","        153.95","        154.11","    3443482","           530658753.15","      21891","     730231","         21.21"
"MANAPPURAM","EQ","04-Sep-2020","        153.95","        150.00","        156.65","        149.20","        152.40","        152.10","        153.69","    5865410","           901434172.65","      29638","    1185722","         20.22"
"MANAPPURAM","EQ","07-Sep-2020","        152.10","        152.95","        153.00","        143.65","        146.10","        145.60","        147.38","    8640253","          1273440904.80","      55166","    2195560","         25.41"
"MANAPPURAM","EQ","08-Sep-2020","        145.60","        145.70","        147.30","        142.35","        143.00","        143.45","        144.98","    8855886","          1283951997.45","      50515","     945497","         10.68"
"MANAPPURAM","EQ","09-Sep-2020","        143.45","        141.00","        144.50","        139.70","        144.00","        143.60","        142.03","    5771816","           819774362.70","      34329","     775068","         13.43"
"MANAPPURAM","EQ","10-Sep-2020","        143.60","        146.50","        148.15","        144.50","        147.40","        147.30","        146.36","    5723786","           837761679.95","      34285","    1110944","         19.41"
"MANAPPURAM","EQ","11-Sep-2020","        147.30","        147.00","        158.00","        146.05","        157.90","        157.25","        154.29","   20255477","          3125227748.25","     122041","    3669852","         18.12"
"MANAPPURAM","EQ","14-Sep-2020","        157.25","        158.50","        162.90","        158.00","        158.50","        158.75","        160.52","   14233007","          2284630242.65","      68956","    4130688","         29.02"
"MANAPPURAM","EQ","15-Sep-2020","        158.75","        162.10","        162.10","        155.50","        159.80","        160.20","        157.99","    7026169","          1110065121.90","      45358","    1476830","         21.02"
